A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,A,A,A,C,C,C,C,C,A,A,A,A,A,A,A,C,A,C,A,C,A,A,A,A,A,A,A,A,A,A,A,C,A,C,C,C,A,A,N,N,N,N,N,N,N
78.1,36.2,106,153.7,72,68,93,80,6.2,38,90.2,66.8,40.6,98,102.5,79,55.6,109,282.2,82.4,65,92.2,44,51,68,30.5,72,68,85.4,112,77,92.4,31,114.9,151,70.2,7.8,64,50.6,82.6,68,49.2,73.8,116,463.7,145.1,33.8,48.5,74.3,74.9,73.9,114.2,139.3,70.2,41.4,55.3,49.5,52,40.5,55.6,49,72,54.5,72
152,133.5,192.5,338,285.5,122,193.4,139,330.8,200.7,280,207.7,46.6,266.8,185,132,191.8,202.6,423.8,206,255.3,252.4,170.6,115.5,102.5,247.8,199.4,194.8,232,207.9,171,180.7,175.1,203,56,194.4,219.1,270.8,85,235.6,172.2,200.9,261,366.2,337,277,245.6,329.6,206,50.5,138.4,278.4,476.1,333,174,160,191.8,158,174,180,159,175.9,169.3,242.1
49.2,-19.8,17.7,26,0.4,-19.3,36,21,92,39.9,-1.5,8,5.3,-22.1,43,45,-23.1,54.1,165.1,53.7,104,32,62.3,67.6,30.8,25,52,126.3,-25.8,77.2,77,11.3,-36.8,-39.6,118,15.1,44,-11.4,4.6,52.7,-1,-4,48,51.2,22.5,-22.3,75.5,-13.4,29,-22.2,26,26.5,3.7,44,-12.4,9,17.1,18.5,60.4,118,50,42,15,-59.4
-16.3,-17.3,-51,-13.9,-38,-1,19.3,1.8,34.7,9.9,-32.7,-30,-3.8,-23.1,-49.4,-14.1,-27.4,-18.8,120.6,-28,3,-0.2,-0.4,-56.5,11.8,-8.6,-10,-31,-17.6,-43.9,-26,-26,-54.6,-26.5,16.8,-82.2,-27.8,-8.4,-13,-31.6,-31.9,-17.7,-16.3,16.5,20.5,11.8,14,-14.2,-10,-21.3,-5.8,14.7,-3.3,-5,-32.2,9,-28.2,-61.7,12,-56.7,-47.1,-36,6.3,0.3
69.4,122.3,72.8,195.9,85,85,104,98.9,253.5,116,132.2,108,229.7,101,43,96,54.9,39,14,55.3,72,122.6,70.2,114.7,75,65,100.5,112,105.8,103.5,73,90.2,109.7,100.7,48.8,131.1,17,118,148.7,96.9,73,81.6,135.8,183.3,144,128.8,57,31.2,65.9,32.5,223,97.2,125.7,80,52.7,98,34.5,73.8,85,77.4,103,95.3,94,131.2
93,95.8,226.8,206,95,171.5,152.8,134,401,126.4,165,86.7,56,174,23.5,161.8,106,74.3,83.5,164.2,132.8,135.6,92,107.2,107.1,158,167.6,130,104.7,77.2,116.3,122.6,129,92,212.8,137.5,76,196.4,169.4,53.4,127.2,119.2,137,166,78.2,101.3,186,138.6,124.5,12.7,117.2,116.5,25.2,174,104.4,96.2,90.7,97,144,85.3,89.1,131.1,124.5,88
10.8,-12.4,35.5,-2.5,-11.1,20.3,-17,-17.9,78.5,55.6,25.4,35,31.3,-10,-0.3,14.6,18,8.1,103,-6.5,55.3,72.7,-12,16.8,5.4,-31,-3,24.3,41.6,16,-9,-12.2,17.1,22.7,70.8,-43.2,-8,34.3,-10.5,30.5,-18.2,11.3,6.3,53.2,246,6.8,-4.3,-14.2,-19.3,13.9,55.5,53.2,56.1,4,-11.2,7.8,24.8,-36,1,-27.4,-14.6,-27.8,-44.4,-1.7
1824.5,1779.3,1437.5,3554.5,1679.7,4418.3,1315.5,2208.6,1031.7,1431.4,1538.9,1933.3,1484,1488.3,1303,2553.3,2094.3,1642.6,1239.7,4578.6,2832.1,1153.2,2875.5,2038.3,1764.3,3285.8,1420.3,2524.9,1412.9,1566.3,2263.5,1568.3,1895.5,1621.9,1331.9,1817.3,1574.5,3250,1554.7,1111.7,2863.8,2303.7,1140.8,4741,404.2,1269.7,1271.3,1393.9,1323.8,1851.7,1885.5,1179.8,2366.4,1700.2,1874.8,1311.4,601.1,1424.2,1391.1,1173.6,1531,1159.7,1307.1,1170.3
581.9,513,136.5,505.4,242.1,236,353.1,308.2,177,164.4,209,390.3,174,132.2,152.8,422,511.3,229.7,250.7,454.4,418.1,528.6,300.4,386.9,308.8,382.5,581.2,430.3,170.3,344.6,380.8,237.5,348,245.8,184.7,149.8,253.2,306,321.4,358.3,435.9,75,149,261.5,367.7,421.6,252.7,244.8,264.1,271.4,126,178.2,246.1,190,385.2,210.9,429,194,206,194.4,200.4,268.8,196.7,108
255.2,240.9,195.9,418.7,178.6,355.1,237.4,199,238.8,145,224,211.9,113,173.1,211.3,232,281.8,205.2,82.6,286,245.6,105.5,311.8,192.2,223,242.2,247.8,244,457.2,278.3,198.9,318.9,317.9,115.7,160.3,121,243.8,231.4,277.8,123,290.4,367.5,265.8,280.6,659.4,166,201.6,190,239.2,216.2,215,169.4,88.8,185.7,173,227.2,253,196.4,195.3,121.4,189,138.6,197.6,150.5
65,108.9,82.4,90.7,66.8,26,56.3,14.6,53.2,12.5,50.2,176.7,24.5,30.5,16,75,135.8,42.4,75.5,78,67.3,99.7,132.3,54.5,81,29,113,20.2,47,60.4,74,56.2,22.7,40.5,44.4,93,54.9,-5.7,42,68.5,58.1,68,15,39,29.4,65,-1,133.2,79,57.7,60.6,77.2,20.3,1,4.7,68.1,49.5,41,54.5,16.8,53.4,12.5,7.7,92.4
139.6,108,225.9,258.1,187.7,148,175.9,143,366.4,224,258.3,145,169.7,223,129,114.9,236.9,198.4,23.1,174,131.4,85,110.5,72.9,181,65,99.2,109,276.5,358.8,139.3,178.2,217.1,110.3,118,117,105,257.3,66.4,204.2,199.8,152.9,182.5,141.7,565.4,229,139.3,140.8,132.2,126.5,47.1,241.1,227.5,99.8,90,130,402.3,124,155.8,131.2,151.5,106.3,85.8,58
366.8,350.6,362.6,511.3,250.7,461.9,347.2,425.4,215.4,217.9,403.4,273,211.7,319.7,276.1,364,399,370.3,191.9,416.5,407.1,231,257,274.2,257.1,243,357.2,203.6,467.3,560.3,247.7,417,378,237,353.3,245.2,222.2,279.8,294.4,274,285.5,260.4,229.4,403,140.1,153.7,262.4,148,328.3,318.9,320.5,130.9,514.1,338,340.2,330.9,194.4,252.6,238,236.3,220.2,192.7,249.8,128.2
849.8,920.2,1094.7,922.8,1011.9,1008.2,1189.7,712.8,2175.9,1195.6,1421.2,1161.7,1767,954.8,1018.4,756.3,1205.7,904.4,1859.9,729.7,545.6,1178,667,628.3,497.6,448.4,835.8,722.8,1242.3,1223.2,813.2,1332.5,1059.8,1353.4,973.1,709,760.1,1658.4,627.7,808.1,1037.6,780.6,910.8,1092.1,6635.5,1356.4,1187,1310.9,1184.5,1081,1148.8,1691.2,1287,982.1,993.9,968.5,2992.9,859.1,816.1,768.1,785.1,671.7,891.8,808.3
4.5,20,9,9.8,10.4,52.8,-2.3,19.8,185,16.6,55.1,37,64.2,-8.8,42,35.5,41.4,26.9,42.7,-48,36.2,0.5,9,-34.8,1.8,0.6,26,-7.4,37.2,41,6,25,20.4,26,35.9,35.5,10.4,103,19.3,36,17.2,99.2,11,52,324,96.9,5,15.1,5.6,59,142.1,39.5,68.5,20,40.2,-3,160,22.4,21,-13.7,2.1,-8.8,20.2,-4.3
9,20,90,17.1,50.8,114.7,54.1,50.6,304.2,52.7,58.1,40,111,33.4,6.3,46,36.7,69.7,134.7,29.6,27.5,29.3,47.3,16.8,86,13.2,90.2,13.7,17.1,33,54.1,19,16.6,55.8,-3,-16.4,45,108.8,-18.5,-11.4,37.6,58.3,47,126.7,214.1,44.1,40.5,43.5,42.8,27.6,100.5,17.2,101.6,72.9,49.7,2,83.9,-14.6,26,53.4,73.6,43,49,-13.4
-2,-1,13.2,22.1,-11.1,-7.9,-16,-14.7,32.5,-25.5,6.8,23.5,-69.5,26,-16.4,-2,-8.2,-21,-48.7,4,-24.8,8.1,26,16,22,11.8,-11.6,3.8,-37.3,-1.7,-8,-6.9,21.8,-7.1,-46.7,34.3,-2,-0.6,29.3,1,-22.4,-19.9,-61.9,29.8,4.5,-1.8,-13.7,-16.8,7.3,14.8,-6.5,20.7,0.3,-7,9,14.6,1.3,16.8,-5.6,6,4.7,10.2,1,1.7
553.7,589,570.8,901,568.6,426.9,463.4,1061.8,219.2,404.8,272.1,371.5,289.1,497,249.1,636.4,685.2,570.1,272.7,537,451.2,178.3,720.8,547.2,790,638.2,398.6,535,839.8,536.8,478.4,488.1,546.4,425.6,470,735.1,441.9,418.5,570.8,452.4,491,768.8,292.3,593.2,162.4,569.1,460.6,374.2,364.4,416.5,527.9,558.2,274,363.4,461.8,329.8,325,605.6,459.7,522.8,506.2,391.6,584.7,487.6
806.2,960.1,838.9,907.3,829.7,863.2,732.1,996.8,527.9,544.9,674,739.3,920.3,942.4,415.7,820,704.9,833.9,767.4,931.9,623.5,568.6,929.1,722.6,935.7,583.3,703.8,1203.5,780.9,935.4,822.6,828.8,737.3,509.2,861,972.6,1143.6,1095.4,1006.8,581.3,800.4,740.5,687.2,830.8,134.7,778.9,814.8,507.8,532.1,984.6,765.6,989.5,535.6,949.4,781.8,689.2,1130.2,836.1,662.4,852.3,930.2,840.5,690.6,932
695,982,824.9,614.1,465.3,1190.7,596.8,657.9,802.7,830.2,733.5,594.2,993,689.5,747.6,703.6,948.2,499.5,641.8,1210.3,1065.9,438.9,1018.6,763.4,734.2,748.9,1429.2,704.3,634.1,498.9,603.4,747.5,978,611.4,693.1,546.1,702.5,820,536.4,635.6,550.9,905.2,721,936.3,359.1,730.9,607.3,657.3,448.7,1067.8,617.1,460.6,762.2,686.8,879.8,578,353.2,513.7,542.4,495.2,542.9,617.2,516.7,609.8
287.1,583,240.1,218.5,340.7,154,307,296.8,33.1,307.3,398.3,231,856.7,445.7,292.3,297.7,175.1,130.9,340.5,284,294.2,142.1,314.9,214.5,228.5,208.3,351.3,100.7,582.2,211.7,314.1,283.2,176.3,281.4,259,295.2,517.9,92,94.7,372,328.3,631.3,247,171.7,42.1,241,702.5,372.8,321.7,464.5,179,18.8,284,218.8,298.4,303,259,402.1,299.4,220.2,402.2,317,368.3,276
91,434,157.1,141,118,13,158,29.6,257.7,388.3,154.5,238,288,57,147.5,157,376.4,133.7,22.4,12,180,88,52.8,152.4,163.6,164.6,57,165.5,16,157.1,287.2,208.4,303.9,273.2,400.3,141.8,182.5,99,155.2,225.1,342.4,32,57,68.5,196.7,28.6,146.5,98.9,163.3,104.4,113.4,6,58.3,72.9,68,459.9,92.5,621.2,1707.6,790,748.4,1030.1,779.6,1385.1
44,36.2,-31.3,-27.6,122.6,5.6,25.2,84,89.3,39,-44.5,16,16,-3,28,-7,35.5,99.8,199.4,-4.8,19,20.2,32,98,73,32,-3,41,56.3,5.6,0.6,16,21.8,26,12.5,34.3,36.2,34.3,27.3,61,99,3,-41.7,21.6,37.8,-36.8,7,62.7,16.8,139.3,20.5,35,19.9,0,5.6,6.6,35.8,-30.6,73.6,22.7,40.5,27.2,-6.5,-10
115.7,74.6,42.4,98,73.8,75.5,160.8,75,1.4,71.2,-8.1,86.7,239.7,122,71.1,74,78,140.3,191.9,103,46.4,98,108.8,14.8,56,58.6,80.1,51.1,93.6,84.4,70,96.9,80,165.5,65.6,83,98,163.7,138.4,58,86.9,35.5,208.8,135.8,546.8,125.2,78.1,56.3,118,102.3,150.5,276.5,100.9,81,106.2,102.2,158,90,135.4,144,173,132.2,171.2,192.7
-36,20,9,43.5,-36,-15.1,-36.8,16,-31.6,-73.2,-12.6,-57.1,20.5,5.4,31,-37.3,-45.6,-4.4,-19.5,-16.1,-27.2,-9.2,-15,-4,1.8,-48.4,49.2,19.3,-2.5,-18.5,0.6,-54.2,-9.2,36.4,-25.7,12.5,29.6,-49.9,-35,-3,-8.8,1.5,-17.9,20,142.4,-30.8,-0.3,-51.5,-39.2,98,21.4,95.5,3.3,23,29.6,5.4,72,23.1,34.3,16.8,21.8,12.5,-15.5,10
-51.8,-39.6,-46,-67,-58,1.7,-39.2,-63.1,-122.6,-44.2,-41.2,-75,22.5,-26.4,-43.9,-56.9,-16.6,-47,6.5,-48,-1.5,-17.9,-51.6,-74.1,-48,-29.3,-7.2,-47.6,-57.7,4.7,-3,-52.1,-35.2,-35.2,-44.3,-3.6,-34.6,-33,-18,-68.6,-16.9,-58.8,-3.8,-31.7,20.5,-21,-27.8,-74.2,-29.7,-65.7,-37,-166,-18.9,-49.6,-10,-26,-1,-78.2,3.7,-82.9,-8,-25.1,-56.4,3.9
163.6,40.2,83.5,75.9,105,256.6,84,159.1,-64.3,109,40.7,16.8,-10.4,18,39,114.9,82.4,101.6,42.7,160.5,256.2,113.8,170.6,216.2,71,255.4,85.8,125.4,-8.8,140.5,90.7,81.7,104.4,36.4,178.3,104.4,75,140.5,17.7,95.8,39,313.8,117,210.7,499.1,120.4,135.6,91,145.1,211.1,96.2,235.4,212.6,142.8,102.5,72,100,86.9,26,52.7,67.6,71.1,-3,14
403.8,233.5,337.1,318,269.9,935.6,190.8,344.2,353.8,248,133.2,633.8,684.1,129,601,595.6,506.3,475.7,310.8,588.4,98,349,1042.4,1151.3,849.1,718.2,1097.2,724.7,98,357.2,358.2,304.6,307.6,648.1,299.6,882,500.9,139.3,448.9,1014,439.1,1980.4,589.1,509.8,292.3,1193.3,328.6,786.1,554.5,471.6,325,282.2,402.5,282.5,755,412.7,503.6,179,86,369.8,169,151,98.8,331.6
61,46.2,105,70.2,104,91.8,77,112,114,53.4,110.7,60,196.9,114,124,16.7,82.4,95.8,198.5,88,60.2,118.9,109.7,65,23,47.3,78,91.3,70,94,61.6,72,91.3,192.3,110.5,167.1,84.1,97,158,58,97,94.2,98.9,159.1,382.2,78.1,104,58.1,75.1,268.7,213,241.1,125.7,57,90,65.8,220.2,88,82,72.8,65,56.3,50,52.6
158,202,160.1,150.5,131.9,189.1,99,74,93.3,212.8,224,202.4,138.9,94.7,202,127.8,118.9,144.9,80.8,54.5,60.2,265,129.1,106.3,52,60.2,160.1,28.6,206,123,100.7,228.5,68.5,183.6,55.5,131.1,-36,230.4,-12.5,-36,79,286.4,131.2,244.2,339,12.5,221.2,232.1,258.6,-21.9,-9.3,224,94.7,142.8,146.8,82.3,400.3,90,96,35.5,145.9,-16.1,205.2,-67.7
131.8,202.8,187.5,182,118,119,99,172.9,165,75.9,85.8,240,136.4,219,121,184,174,136.5,66.6,116.2,25,43,140.5,135,160.8,138.9,95.8,73,98,149.6,126.6,159,83,126,83.9,67.6,145,60,-31.9,121,74,75,80,96.8,123.4,178.3,111.3,82.4,123.5,279.7,82.3,112.6,39,116,108.9,148.7,258,253.5,236,275.7,280,293.5,202.6,331.6
72,33.4,6.8,73.6,22.7,140.2,28,54.1,141.7,31.1,41.6,55.6,26,85.8,34.3,72,28.4,72,138.4,118,132.8,109.7,115.5,131,113.8,94.7,92.4,105.3,131.4,83.5,34.8,66.8,11.3,65.8,64.3,119,69,29.4,85,54.9,32,151.6,61.6,11.3,24.1,124,23.9,20.4,25.3,82,-1.7,-3,0.5,77.2,32,59.3,52.4,66.8,26,40.7,66.8,30.8,13,25.3
54.1,47.3,31,65,40,43.3,53.4,33.8,80.6,3,60.4,44,214.5,69.7,72,35.5,21,45,115.1,22,3,93.8,65,22.7,36.2,4.2,43.8,46.8,96.9,46,30.8,56.2,37.8,42.8,79,26,52,24.1,65,16.6,45,67,52,28.2,185.2,75.5,32,57,107.1,137.5,2,118,51.4,34.8,63.7,40.2,116.5,-10,21,63.9,45,42,0.3,90.2
308.6,391.6,423.3,424,484.3,486.5,513.2,312.6,704.7,372.5,572.2,430.5,883.5,483.1,612.9,364,460.5,424.6,824.3,493.3,270.2,718,506.9,273.3,327.6,332.5,370.5,359.2,577.9,509.3,374.2,435.9,378.7,510,628.5,517.3,382.2,494,611.6,521.8,380.4,338.8,447,589.4,1070.3,521.5,531.5,504.5,604.2,715.7,508.5,883.3,399.7,450.6,397.3,454.3,992.7,523.1,446.2,471.6,391.9,345.6,418.7,619.2
228.5,353.1,148.7,2,235.7,14,107,57,656.8,400,540.1,521.8,269.6,1.8,587.4,236,1074.4,305.6,180.4,214.5,160.3,68.5,-22.2,55.3,166.5,41.4,423.8,16.8,832.9,275.6,322.2,560.4,267.7,29.8,48.2,122,264.2,390.3,98,697.1,414.9,436.1,163.3,133.5,5.7,301.4,37.2,284.3,337.7,209.4,51.3,12.5,-23.3,104.4,54.9,353.1,97.1,172.9,208.6,245.5,120.4,166.5,111.6,200.7
81,100,188.3,145.1,101,106,107,54.1,211.7,17.2,102.4,90.7,194.6,103,73.8,62.7,90.5,108,365.1,76,34.8,151.5,105,77.2,69,55.3,84.6,130,145.3,117,73,78,159,83,219.6,130,113.5,133.5,87.2,113.5,71,74,109,126.7,209.6,109.8,113,23.8,93,68.8,363.6,179.1,402.5,114,80,70.4,179,96,61.6,66,76.7,78.1,91,75.9
727.9,852.8,1001.5,581.6,803.1,785.7,824.9,789.2,1125.6,771.8,909.7,681.8,905.4,995,678.6,649.8,1181.2,568.4,676,673,547.1,936.1,455.6,643.9,607.8,712.7,640.6,847.8,842.4,861.4,848.7,929.3,693.8,989.2,808.7,620,617,793.9,596.4,619.2,782.4,640.7,685.4,738.1,1551.7,686,843.1,663.9,702.1,706.4,622,830,466.8,600.9,460.9,579.6,1124.9,836.1,963.5,646.7,977.4,879.5,686.7,888
45,54.1,74.3,26,31,7.3,31,23,226.2,19.1,-8.1,56.3,55,43.8,91,7.8,22.7,17,113,45,70.8,138.4,40,29,23,24,9,51.1,19.3,32,48.5,69.4,37.8,29,-0.8,43.5,18,21.6,-21,-27.9,25.2,52.8,52.7,88,218.5,78.1,79,37,59.3,7.7,7.4,7.2,146,41,58.3,62.7,199.8,30.3,43.5,41.6,41.2,11.3,26.9,44.1
188.1,119.7,184.9,138,167.1,239,183.4,197,72,135.4,174,147,198,193.6,188,186,114.4,138.4,143.1,220.9,159.1,313,198.4,107.2,124,95.8,169.7,142.9,194,169,130,164,150.4,153,151,223,132,175.1,35.1,206,176.1,313.8,152,274.2,338,91.3,116.3,226.6,185.6,206.9,57.7,107.3,69.7,204.1,182.5,170,236.7,190.8,155.8,196.2,276,246.4,203.5,247.8
980.1,991.5,755.4,603.3,1029.3,746.5,787.6,1088.3,433.7,658.7,620.2,961,586.5,578.5,570.1,2399.7,720.5,942.7,1138.6,548.3,560.2,1155.4,1060.9,1163.4,1229.3,1196.9,1298.2,2805.5,730.6,997,612.7,922.2,674.9,1081.4,1016.7,945.5,632.6,788.3,1264.4,937.5,979.3,1388.5,758,475,240.4,759.7,616.3,475.2,733.9,1210.4,1091.9,1125,970,1445.1,1682,1222.4,877.5,1166.4,960.1,1217.6,1058.2,1463.9,1492.2,898.8
91,62.7,60.4,95.3,93,104,112.5,35.5,124.9,58,177.2,106,106.2,73.8,128,101,91.8,40.7,169.6,60.4,75.5,211.7,52,95.8,108,60.2,78,74,156.7,100.7,124.9,82.6,105.3,116.5,142.9,21.7,155,73.6,77.4,65,81.2,76,106.2,60.4,284.5,55.6,41.2,77.4,107.1,78.4,73.3,79,122.3,72,106.2,75.9,124.5,62,136.5,104.7,81.7,126,131.1,82
26,49.7,37.8,8.5,21,65,61.6,10.4,111.3,58,34,64,104.4,46.2,89,47,69.4,54.9,102.2,16.8,46.4,195,63.7,16,-0.6,81.6,65,45.9,67,72,50.8,66.8,52.7,97,35.1,45,28.4,25.4,128,118,53.7,133.5,89.2,39,4,13.9,24.6,44.2,39.8,201,24.8,57.7,148,72,62.3,20,114.9,112.2,56.4,79.9,49,39,36.4,35
21,39,41.6,19.3,29,53.7,3,-3,26.4,7,12.1,14.8,-61.8,13.2,-32.5,-1,-16.6,-13.3,-10,1,23,0.2,24.3,-5,5.4,-4.4,11.8,-0.8,120,1.7,-29.8,23,11.3,-7.1,-15.7,-49.4,3,-10,-45.1,29,7.5,74,55.6,60.4,178,39,32,-58.7,-2.2,27.2,-9.6,39,-20.3,46.2,52,41.4,35.8,55.1,12,28.6,24.3,25,41.6,28.4
263.4,208.4,266.9,364.4,298,116.9,474,177.4,296.1,248,378,203.3,326.9,229.4,486.1,241,180.4,206,386.9,66.8,114.4,433.5,299.4,143,79,176,197.5,290.8,396.2,277.4,282.4,201,257.1,433.3,288,118,219.1,155.8,225,160.3,194.4,167.8,306.3,444.7,943.1,365.3,413.8,358.5,556.7,203,96.2,399.7,371.6,226,202,204.5,492.6,172.9,182.5,173,208.8,69.4,220.3,134.7
316.1,346.2,421,412.5,383.7,416.5,349.5,366.4,546.7,506.4,671.2,432.6,539.4,451.1,343,341.4,296.3,359.1,588.6,548.3,292.1,365.4,604.2,364,354.1,301.6,379.4,567.8,731.4,440.8,327.3,369.8,467,398.1,501.2,455.9,393.2,362.5,551.9,579.4,411,378,526.3,566.3,350.6,519.8,439.2,381,434,540.2,270.6,478.8,632.6,380.8,417.3,368.6,268.3,430.6,535.6,478.6,434.4,318.6,439.9,546.1
983.9,977.9,1688.3,2169.3,-2.1,453.1,282.7,0.6,-17.8,19.1,2794.7,1404.9,2153.6,2675.9,839.3,6283.3,734.5,193.4,98.8,441.5,19,67.9,215.4,138,14.6,1471.5,5899.1,1402.8,73,105.3,-19.4,9,1315.8,43.5,167.1,16.6,2893.5,807.9,-33.9,298.9,19.8,-44.4,1475.1,3.6,5988.1,11.8,235.9,1652.3,78.2,47,50.6,85.4,55.6,785.8,1301.8,672,401.3,216.2,217.1,427.7,479.7,428.7,208.7,367
98,66.8,106,34.6,198.4,125,74,118,8.1,122.8,76.4,172.9,111,23,148.4,72,56.3,121,180.4,86.9,86.9,184.7,34.3,38,90.5,68.5,65,62,154.2,114,90.7,70.2,61,139,177.2,116,27.2,83,105.5,27.5,71,37.8,22.7,38.2,360,69.4,75.5,60.4,161.2,126.5,56,155.5,18.5,56,80,157.1,44.1,178,73.6,118.9,120.4,89.8,84.6,130
71.1,73.8,40.7,74.3,52.8,10,46.2,217.9,77.6,48,29,75.9,100.7,88,82,82.4,100,49.7,22.1,158,190.9,54.5,232.5,115.5,118,135.1,78,104.4,217,92,55.6,101,53.4,80,118.9,97,86.7,32,126,126,112,119.2,61.6,79,23.3,99.1,35.5,80.1,41.2,144,-15.1,112.6,26.5,84,99.8,60.4,-5.2,70.2,35.5,42.4,110.3,93.5,65.8,66.6
107,140.5,77.4,610.2,47.3,88,167.4,90.2,78.1,257,165,118.8,183.8,84.6,158,220.8,155.8,101.6,103.8,133,210.5,148.3,84.1,166.5,98,93.6,162.3,99.8,239,153.3,154.3,158,170,131,57,66.8,271.7,23.5,206.9,108,154,109,110,374.4,-12.3,195.3,122.4,167.1,153.7,24.8,111.8,105.1,80.4,188.9,5.6,100.5,-18.9,94,99.2,141.7,126.4,82.6,72.9,156.9
322.4,225.1,249.4,148.3,154.8,241,215.3,363,470.9,377.2,356.6,278,317,192.7,366.9,337.7,444.8,174,220.3,258.8,215.8,282.5,162.6,243,451.4,329.4,406.9,424.4,344.4,283.6,170,210,256.2,206,124.5,133.2,200.7,201.7,46.4,99,158,232,206.9,182,22,199.6,266,214.9,232.5,193,261.1,206,360.7,230,182.5,278.4,174,343,589,299.6,305.8,331.3,410.3,348
61,42.6,75.1,65.9,53.7,67,58.1,98.9,2.5,27.7,69,31,47.3,73.8,29,69.4,57,57,16.9,75,70.8,118,27.2,72,89.2,124,52,118,75,51,176.7,37.8,83,96,113,46,50.6,92,58,41.7,43,50.6,72.9,53.9,80.9,65.9,22.4,66.6,55.6,-4.4,5.8,66.2,11.7,43,47.3,7.8,45.6,26,30.5,60.4,21.8,41,45,59
79,71.1,108,88,80,83,57,46.4,170,75.1,59.3,66.8,26,73.8,97,90,71.1,98,1.9,85.8,175,18.7,66.8,73.8,109.7,74.6,86.9,85,72,73.8,83,63.7,69.4,52,128.2,114,52,62,211.1,69.7,67,110,95.5,91.8,78.6,130,52.7,126.7,60.4,93.7,39,42.7,55.2,57,79,73.6,28.7,55.8,41.2,84.4,100.5,72.9,100.5,71.2
223.9,297.7,202.6,235,269.9,231,186.2,364.4,65.6,272.7,247.8,171.7,208.8,251.1,147.5,343.3,237.8,105.3,130,345.3,348.7,170.3,311.8,260.6,331.7,241.4,397.2,182.5,249.3,229.7,274.5,291.1,246.5,105.3,206.9,272.1,219.9,323.4,261.5,210.7,262.4,515.8,235.7,596.1,28,206,204.2,285.2,195.3,55.8,149.6,191,588.8,181.5,373.4,180.6,73.3,109.7,105.5,89,197.7,110.5,75.5,141.7
89,79,27,60,41,48.5,76,55.6,142.8,99,99.1,81.6,201.4,76.4,91,99,37.8,78.2,49.9,91.3,134.2,108,39,155.2,118,133.8,92.4,81,113.5,26,55.6,36.7,59,72,130,221.2,140,118,155.2,60,92,53.7,138.2,134.7,225.6,56.3,52.7,29,83,232.5,185,45.6,16,84,66,118,107.3,177,59.3,89,72.8,83.5,52.6,75.9
280.6,200.4,268.8,65.9,308.8,193.2,348,288,629.2,419.3,299.4,249.7,826,401.3,449.7,365.4,384.8,328.7,461.1,305.4,316,411,207.9,284.3,431.7,269.3,250.7,237.7,506.4,298.7,329.9,389.7,348.8,283.9,273,308.7,214.5,346.9,354.9,414.2,312.2,167.8,318.1,504.7,595.3,412.6,363,308,394.5,223,259.8,114.2,-65.6,270.5,270.3,320.2,355.2,358,280.9,282.2,238.7,234.7,287.2,242.1
578.9,300.9,241.1,273.4,384.5,137.6,343,113,73.4,194.4,352.3,142.1,323.2,259.1,70.2,255.3,407.2,6.4,240.1,208.1,58.6,97.2,99,179.3,148.7,117,252.6,101.6,256.6,132.6,237.6,120.8,186.6,232,22.4,170.6,137,86,155.2,60,176.1,108,234.8,418.7,378.8,210.2,106,258.6,203.7,31.6,56,275.5,434,93.6,80,80.6,93.5,151.5,182.5,183,111.8,128.4,204.3,201.6
24.8,27,52,4.1,33.4,65,43.3,24,14.5,91.6,26,52,55.5,68.5,61,65.9,18,35.5,57.7,80.1,85.8,110.5,7,21.8,4.2,18,32,66,28.6,45,47.3,10.2,59,22.7,27.8,-0.6,45,127,48.5,52,50.6,24,52,20,132.3,77.2,18.9,30.5,-22.6,55.8,0.7,110.3,71.4,46.2,11.3,25.2,109.5,44,66.8,68,74.3,73.8,39,60
366.8,345.3,282.2,513,385.9,206,451.9,370.5,234.6,409.6,400,329.6,278.8,284.3,366.9,527.5,405.8,475.7,243,593.2,405.8,551.2,407.2,471.6,521.4,294,533,442.8,330.1,371.1,377.4,353.5,330.3,280.6,360.4,398.3,293.6,307,297.7,372.9,414.9,516.5,491.4,579.8,348.9,545.1,439.2,358.5,413.2,77.8,200,380.1,399.7,301,347,382.1,133.2,371.8,405.9,360,232.6,313.9,442.9,236.9
495.3,350.6,210,1431.7,274,145,422.2,354.8,-64.3,201.6,228,448.8,695.5,144,199.6,434.5,297.3,302.9,93,439.2,348,350.9,892.2,747.5,437,361.9,1128.5,642.8,361.3,190.9,635.4,276.1,340.9,365.4,111.3,748.2,276.5,500.5,334.7,437.4,379.6,796.4,582.9,360.7,271.2,202.8,277,389.2,219.4,176.8,434.4,226.8,2392.9,270.5,981.4,247.8,275.7,137,241,309.3,178,281.9,214.9,261.2
209.2,195.6,257.7,72.8,260.2,249.3,333.8,238,52.8,256,373.7,280,461.9,433,330,233,266.8,190,358.3,272,250,295.9,293.2,207.7,192.7,177,205.1,216.2,418.5,364.2,257.1,242.1,296.4,310.3,164.9,192.7,198,482,332.5,348,243.9,220.7,368.3,343,284.5,364.4,347,350.2,276.5,232.5,115.7,379,457.5,326,188.9,210,165,192.4,323.2,254,313.3,157.1,244.7,208.1
